Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-5583;Язловецька діброва No1;Yazlovetska dibrova No1;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 49°0'9""";"E 25°23'49"""
П-5584;Язловецька діброва No2;Yazlovetska dibrova No2;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 48°59'15""";"E 25°23'51"""
П-5586;Яргорівська бучина No3;Yarhorivska buchyna No3;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 49°4'13""";"E 25°4'27"""
П-5587;Ясен однолистий;Yasen odnolystyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;Кременецька міськрада;"N 50°4'42""";"E 25°43'42"""
П-5588;"Ясен однолистий плакучої
форми";"Yasen odnolystyi plakuchoi
formy";ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Теребовлянський;"N 49°13'54""";"E 25°46'16"""
П-5611;Зелений дуб-2;Zelenyi dub-2;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Шумський;"N 50°13'17""";"E 26°6'36"""
П-5612;Ковалівський;Kovalivskyi;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 49°9'8""";"E 25°13'47"""
П-5615;Котячин-Биківці;Kotiachyn-Bykivtsi;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Шумський;"N 50°5'53""";"E 25°56'41"""
П-5616;Коцюбинчики;Kotsiubynchyky;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Чортківський;"N 48°57'8""";"E 26°10'31"""
П-5619;Мільно-Бліхівський;Milno-Blikhivskyi;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Зборівський;"N 49°47'33""";"E 25°28'22"""
П-5621;"Відслонення крейдової
системи в с.Пилипче";"Vidslonennia kreidovoi systemy v
s.pylypche";геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°38'28""";"E 26°4'57"""
П-5622;"Відслонення крем'яних
утворень";"Vidslonennia kremianykh
utvoren";геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Кременецький;"N 50°7'10""";"E 25°43'37"""
П-5623;"Відслонення міоценових
відкладів";"Vidslonennia miotsenovykh
vidkladiv";геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 49°3'39""";"E 25°11'26"""
П-5624;"Відслонення міоценових
відкладів у Бучачі";"Vidslonennia miotsenovykh
vidkladiv u Buchachi";геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 49°3'41""";"E 25°22'29"""
П-5626;"Відслонення середнього
девону в Коржовій";"Vidslonennia serednoho devonu
v Korzhovii";геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 49°8'24""";"E 25°0'42"""
П-5627;"Відслонення силуру в Скала-
Подільській";"Vidslonennia syluru v Skala-
Podilskii";геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°50'45""";"E 26°12'44"""
П-5628;Давидківський;Davydkivskyi;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Чортківський;"N 48°56'30""";"E 25°57'54"""
П-5632;Сквер ім.Шевченка;Skver im.shevchenka;парк;місцевого значення;Тернопільська обл.;Тернопільська міськрада;"N 49°32'7""";"E 25°36'51"""
П-5641;Заброддя;Zabroddia;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Кременецький;"N 50°10'38""";"E 25°47'35"""
П-5645;Тростянецький No2;Trostianetskyi No2;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°19'46""";"E 24°53'4"""
П-5650;Подільсько-Сороцький;Podilsko-Sorotskyi;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Підволочиський;"N 49°23'26""";"E 25°55'30"""
П-5651;Поточани;Potochany;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°35'2""";"E 24°52'39"""
П-5652;Цеценівський бобрів гай;Tsetsenivskyi bobriv hai;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Шумський;"N 50°2'32""";"E 25°55'29"""
П-5653;Чемерове;Chemerove;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 48°59'39""";"E 25°14'51"""
П-65;Медобори;Medobory;природний заповідник;загальнодержавного значення;Тернопільська обл.;"р-н Гусятинський, р-н
Підволочиський";"N 49°13'18""";"E 26°10'30"""
П-66;Кременецькі гори;Kremenetski hory;національний природний парк;загальнодержавного значення;Тернопільська обл.;"р-н Кременецький, р-н
Шумський";"N 50°3'2""";"E 25°37'7"""
П-67;Кременецькі гори;Kremenetski hory;"філіал природного заповідника
""Медобори""";загальнодержавного значення;Тернопільська обл.;р-н Кременецький;"N 50°3'2""";"E 25°37'7"""
П-87;Дністровський каньйон;Dnistrovskyi kanion;національний природний парк;загальнодержавного значення;Тернопільська обл.;"р-н Борщівський, р-н
Бучацький, р-н
Заліщицький, р-н
Монастирський";"N 48°39'0""";"E 25°44'6"""
П-90;Семиківський;Semykivskyi;заказник гідрологічний;загальнодержавного значення;Тернопільська обл.;р-н Теребовлянський;"N 49°21'28""";"E 25°20'30"""
